old,new,rank
contrecarrais,contrecarais,112758
contrecollé,contrecolé,112760
contretypés,contretipés,112781
conventuellement,conventuèlement,112811
convoiteux,convoiteus,112843
convulsionne,convulsione,112861
convulsionnée,convulsionée,112862
coordonnons,coordonons,112870
coquilleux,coquilleus,112898
corrector,corector,112958
correspondrai,corespondrai,112960
correspondît,corespondît,112961
corrigeai,corigeai,112962
corrigeaient,corigeaient,112963
corrigions,corigions,112964
corrobora,corobora,112965
corroborèrent,coroborèrent,112966
corrodait,corodait,112967
corrodent,corodent,112970
corrompis,corompis,112973
coryste,coriste,112994
cotonnait,cotonait,113030
cotonnant,cotonant,113031
couillettes,couillètes,113071
couillonnent,couillonent,113072
courrouçaient,courouçaient,113117
courrouçait,courouçait,113118
crachoteux,crachoteus,113204
crampette,crampète,113222
cramponna,crampona,113224
cramponnaient,cramponaient,113225
cramponnant,cramponant,113226
cramponnent,cramponent,113227
craonnais,craonais,113230
craonnaise,craonaise,113231
craquellent,craquèlent,113245
crayonna,crayona,113275
crayonnant,crayonant,113278
crayonneur,crayoneur,113280
crayonnez,crayonez,113282
crayonné,crayoné,113283
crayonnées,crayonées,113284
cristallisaient,cristalisaient,113336
cristallisait,cristalisait,113337
cristallisèrent,cristalisèrent,113338
crottait,crotait,113389
croupionne,croupione,113409
croûtonnais,croûtonais,113427
crésylée,crésilée,113494
cuissette,cuissète,113555
cunnilinctus,cunilinctus,113591
curricula,curicula,113605
cyclées,ciclées,113627
cylindré,cilindré,113629
cynos,cinos,113637
cyprinidé,ciprinidé,113642
cyrard,cirard,113648
célinienne,céliniène,113674
cévadille,cévadile,113699
dalinienne,daliniène,113733
dallé,dalé,113735
dallée,dalée,113736
danubienne,danubiène,113780
dardillonnaient,dardillonaient,113785
dardillonne,dardillone,113786
daronne,darone,113791
dauphinat,daufinat,113805
descella,descèla,113845
descellant,descèlant,113846
descellez,descèlez,113847
dessellées,dessèlées,113875
desserrai,dessèrai,113876
desserraient,dessèraient,113877
desserrant,dessèrant,113878
desserre,dessère,113879
desserreraient,dessèreraient,113880
desserrerait,dessèrerait,113881
desserrât,dessèrât,113882
desserrèrent,dessèrèrent,113883
diaphragma,diafragma,113963
diffamait,difamait,113992
diffractent,difractent,114000
diffractée,difractée,114001
diffusa,difusa,114002
diffusant,difusant,114003
diffuseraient,difuseraient,114004
diffusèrent,difusèrent,114005
différa,diféra,114006
différant,diférant,114007
différenciables,diférenciables,114008
différenciais,diférenciais,114009
différenciant,diférenciant,114010
différencieront,diférencieront,114012
différencié,diférencié,114013
différenciée,diférenciée,114014
différera,diférera,114016
différerais,diférerais,114017
différions,diférions,114018
différât,diférât,114019
différèrent,diférèrent,114020
dijonnais,dijonais,114030
dilettantismes,dilètantismes,114042
dindonne,dindone,114055
dindonné,dindoné,114057
dioclétienne,dioclétiène,114062
diskette,diskète,114141
distillaient,distilaient,114241
distillait,distilait,114242
distillera,distilera,114244
distilleront,distileront,114245
dolichocéphalie,dolicocéfalie,114342
donnassent,donassent,114380
donnâmes,donâmes,114381
droppant,dropant,114516
droppe,drope,114517
dynamisée,dinamisée,114574
dynamitait,dinamitait,114576
déballa,débala,114595
déballai,débalai,114596
déballaient,débalaient,114597
déballonnage,débalonage,114598
déballonneront,débaloneront,114600
déballonné,débaloné,114601
déballèrent,débalèrent,114602
débarrassai,débarassai,114632
débarrassât,débarassât,114633
débarrons,débarons,114635
débattirent,débatirent,114637
débattis,débatis,114638
débattraient,débatraient,114639
débattît,débatît,114640
débiffé,débifé,114652
débottelons,débotelons,114702
déboulonnant,déboulonant,114722
déboulonnée,déboulonée,114724
débourre,déboure,114732
débourrent,débourent,114733
débourré,débouré,114734
débourrée,débourée,114735
déboutonnât,déboutonât,114740
débraguette,débraguète,114747
débraguettent,débraguètent,114748
débâillonné,débâilloné,114779
décachetteraient,décachèteraient,114789
décalotta,décalota,114803
décalotté,décaloté,114805
décalottée,décalotée,114806
décapuchonna,décapuchona,114848
décapuchonne,décapuchone,114849
décapuchonnèrent,décapuchonèrent,114851
décarrade,décarade,114861
décarraient,décaraient,114863
décarrais,décarais,114864
décarrait,décarait,114865
décarrant,décarant,114866
décarrent,décarent,114867
décarrerait,décarerait,114868
décarré,décaré,114870
décervelle,décervèle,114894
déchiffra,déchifra,114936
déchiffrai,déchifrai,114938
déchiffraient,déchifraient,114939
déchiffrions,déchifrions,114940
déchiffrâmes,déchifrâmes,114941
déchiffrèrent,déchifrèrent,114942
décloisonnée,décloisonée,114999
décoconne,décocone,115012
décoconnerai,décoconerai,115013
décoffrés,décofrés,115016
décoiffa,décoifa,115017
décoifferais,décoiferais,115018
décoifferait,décoiferait,115019
décolla,décola,115022
décollai,décolai,115023
décollèrent,décolèrent,115024
décommanda,décomanda,115036
décommandai,décomandai,115037
décommandait,décomandait,115039
décommanderait,décomanderait,115040
décongestionne,décongestione,115055
déconnectant,déconectant,115058
déconophone,déconofone,115061
découronné,découroné,115113
décramponner,décramponer,115120
décrottait,décrotait,115146
décrottions,décrotions,115147
décrottée,décrotée,115149
décrottés,décrotés,115150
décryptai,décriptai,115152
déculotta,déculota,115166
déculottant,déculotant,115167
déculottera,déculotera,115168
déculotté,déculoté,115169
dédommagent,dédomagent,115195
dédommagerait,dédomagerait,115196
dédommagerons,dédomagerons,115197
défectionnaires,défectionaires,115231
déferré,défèré,115245
déferré,défèré,115246
dégomment,dégoment,115392
dégottera,dégotera,115409
dégotterait,dégoterait,115410
dégouttaient,dégoutaient,115429
dégriffe,dégrife,115454
dégriffeur,dégrifeur,115455
déhotte,déhote,115512
déhotté,déhoté,115514
déhottée,déhotée,115515
démarrai,démarai,115673
démarrions,démarions,115674
démarrât,démarât,115675
démarrèrent,démarèrent,115676
démenotte,démenote,115684
démettrait,démètrait,115695
démissionnaient,démissionaient,115702
démographiquement,démografiquement,115712
démythifie,démitifie,115759
démythifié,démitifié,115760
dénommaient,dénomaient,115811
dénomment,dénoment,115812
dépassionnons,dépassionons,115868
dépersonnalisée,dépersonalisée,115901
dépucellera,dépucèlera,116024
désabonna,désabona,116106
désaccorda,désacorda,116115
désaccordaient,désacordaient,116116
désaccordent,désacordent,116117
désaccoutuma,désacoutuma,116120
désappointait,désapointait,116140
désapprenais,désaprenais,116145
désapprenant,désaprenant,116146
désapprenne,désaprène,116147
désapprirent,désaprirent,116148
désapprit,désaprit,116149
désapprouva,désaprouva,116152
désapprouvât,désaprouvât,116153
désarçonna,désarçona,116169
désarçonnaient,désarçonaient,116170
désarçonnait,désarçonait,116171
désarçonnée,désarçonée,116172
désaveux,désaveus,116179
désempenné,désempèné,116193
désempierraient,désempiéraient,116194
déshabillai,désabillai,116235
déshabillerons,désabillerons,116236
déshabillèrent,désabillèrent,116237
déshabitué,désabitué,116238
déshabituées,désabituées,116239
déshabité,désabité,116241
déshabité,désabité,116242
déshabitée,désabitée,116243
désharmonie,désarmonie,116246
désherbait,déserbait,116247
désherbe,déserbe,116248
désherbée,déserbée,116249
désheuraient,déseuraient,116250
déshonoraient,désonoraient,116252
déshonorait,désonorait,116253
déshumanisé,désumanisé,116255
désillusionné,désilusioné,116263
désoccupés,désocupés,116297
désoccupés,désocupés,116298
désoeuvre,déseuvre,116300
désordonne,désordone,116321
désordonnément,désordonément,116324
déterrais,détèrais,116410
déterrerait,détèrerait,116411
détonna,détona,116422
détonnaient,détonaient,116423
développai,dévelopai,116484
développât,dévelopât,116485
déverrouilla,dévèrouilla,116490
déverrouillait,dévèrouillait,116491
ecchymosée,équimosée,116568
edwardienne,edwardiène,116574
effacèrent,éfacèrent,116576
effara,éfara,116577
effaraient,éfaraient,116578
effarait,éfarait,116579
effaroucha,éfaroucha,116583
effarouchaient,éfarouchaient,116584
effarouchait,éfarouchait,116585
effarouchant,éfarouchant,116586
effarouchâmes,éfarouchâmes,116590
effarouchât,éfarouchât,116591
effarouché,éfarouché,116592
effarouchée,éfarouchée,116593
effarèrent,éfarèrent,116596
effaçai,éfaçai,116600
effaçassent,éfaçassent,116601
effaçât,éfaçât,116602
effectivité,éfectivité,116603
effectuai,éfectuai,116604
effectuerait,éfectuerait,116605
effeuilla,éfeuilla,116608
effeuillaient,éfeuillaient,116609
effeuillait,éfeuillait,116610
effeuille,éfeuille,116611
effeuillent,éfeuillent,116612
effeuilleras,éfeuilleras,116613
effeuillèrent,éfeuillèrent,116614
effila,éfila,116618
effilaient,éfilaient,116619
effilait,éfilait,116620
effilant,éfilant,116621
effile,éfile,116622
effilement,éfilement,116623
effilochaient,éfilochaient,116625
effilochant,éfilochant,116626
effilochent,éfilochent,116627
effilochèrent,éfilochèrent,116631
effilure,éfilure,116634
effleurai,éfleurai,116647
effleuraient,éfleuraient,116648
effleurera,éfleurera,116650
effleureront,éfleureront,116651
effleurâmes,éfleurâmes,116652
effleurât,éfleurât,116653
effleurèrent,éfleurèrent,116654
effondrât,éfondrât,116657
effondrèrent,éfondrèrent,116658
efforceraient,éforceraient,116659
efforcions,éforcions,116660
efforcèrent,éforcèrent,116661
efforçâmes,éforçâmes,116662
efforçât,éforçât,116663
effrange,éfrange,116665
effrangeait,éfrangeait,116666
effrangent,éfrangent,116667
effrangée,éfrangée,116668
effraya,éfraya,116671
effrayamment,éfrayament,116672
effritant,éfritant,116673
effriterait,éfriterait,116675
effritée,éfritée,116676
effusionniste,éfusioniste,116681
efféminait,éféminait,116683
ektachromes,ektacromes,116687
emballa,embala,116691
emballai,embalai,116692
emballaient,embalaient,116693
emballeraient,embaleraient,116694
emballât,embalât,116697
emballèrent,embalèrent,116698
embaluchonnés,embaluchonés,116699
embarrassai,embarassai,116704
embarrasseraient,embarasseraient,116705
embarrassions,embarassions,116706
embarrassèrent,embarassèrent,116707
embellissais,embèlissais,116719
embellissant,embèlissant,116720
emmenotté,emmenoté,116859
empaquettent,empaquètent,116902
empennait,empènait,116916
empennée,empènée,116917
empennés,empènés,116919
emperruqués,empèruqués,116929
emphatise,enfatise,116941
empierrage,empiérage,116943
empierrait,empiérait,116944
empierré,empiéré,116947
empierré,empiéré,116948
empierrée,empiérée,116949
empierrée,empiérée,116950
empiffra,empifra,116953
emplafonnent,emplafonent,116969
emplafonné,emplafoné,116971
emplafonnée,emplafonée,116972
empoisonneraient,empoisoneraient,116998
empoissonnées,empoissonées,117002
emprisonnaient,emprisonaient,117036
encapuchonna,encapuchona,117094
encapuchonnait,encapuchonait,117095
encapuchonnant,encapuchonant,117096
encapuchonne,encapuchone,117097
encapuchonné,encapuchoné,117098
encapuchonné,encapuchoné,117099
encapuchonnée,encapuchonée,117100
encellulement,encèlulement,117121
encellulée,encèlulée,117122
encoconner,encoconer,117171
encoconnée,encoconée,117172
encollait,encolait,117176
encollé,encolé,117179
encollée,encolée,117180
encotonne,encotone,117197
encotonner,encotoner,117198
encrotté,encroté,117208
endettant,endètant,117224
endivisionnés,endivisionés,117242
endommagea,endomagea,117246
enferra,enfèra,117289
enferrait,enfèrait,117290
enferrant,enfèrant,117291
enferrent,enfèrent,117292
enferrée,enfèrée,117293
enflammai,enflamai,117310
enflammaient,enflamaient,117311
enflammât,enflamât,117312
engazonnée,engazonée,117358
engouffraient,engoufraient,117397
engouffrant,engoufrant,117398
engouffreraient,engoufreraient,117400
engouffrerait,engoufrerait,117401
engouffrons,engoufrons,117402
engouffrât,engoufrât,117403
engouffrèrent,engoufrèrent,117404
engouffrée,engoufrée,117405
enjuponne,enjupone,117484
enjuponnée,enjuponée,117485
enquerraient,enquèraient,117530
enrhumait,enrumait,117561
enrubannaient,enrubanaient,117586
enrubannait,enrubanait,117587
enrubanné,enrubané,117588
enrubannée,enrubanée,117589
ensellés,ensèlés,117621
enserra,ensèra,117628
enserrai,ensèrai,117629
enserrait,ensèrait,117630
enserrant,ensèrant,117631
enserrerait,ensèrerait,117632
enserrèrent,ensèrèrent,117634
enserrée,ensèrée,117635
ensommeilla,ensomeilla,117648
ensommeillaient,ensomeillaient,117649
ensommeillait,ensomeillait,117650
ensommeiller,ensomeiller,117651
enterreur,entèreur,117697
enterrâmes,entèrâmes,117698
enthousiasma,entousiasma,117699
enthousiasmai,entousiasmai,117700
enthousiasmaient,entousiasmaient,117701
enthousiasmèrent,entousiasmèrent,117703
entonna,entona,117712
entonnera,entonera,117713
entonneraient,entoneraient,117714
entonnions,entonions,117715
entonnâmes,entonâmes,117716
entonnèrent,entonèrent,117717
entrebattre,entrebatre,117762
entremettait,entremètait,117820
entreverrai,entrevèrai,117848
enturbanner,enturbaner,117866
envelopperez,enveloperez,117913
enveloppeur,envelopeur,117914
enveloppons,envelopons,117915
enveloppât,envelopât,117916
enverrions,envèrions,117924
environnaient,environaient,117931
environnait,environait,117932
environnent,environent,117934
environné,environé,117936
environnée,environée,117937
erreraient,èreraient,117968
errerait,èrerait,117969
errâmes,èrâmes,117970
esclaffa,esclafa,118005
esclaffai,esclafai,118006
esclaffait,esclafait,118007
esclaffement,esclafement,118008
esclaffent,esclafent,118010
esclafferaient,esclaferaient,118011
esclaffèrent,esclafèrent,118012
esclaffé,esclafé,118013
esclaffée,esclafée,118014
essouffla,essoufla,118106
essoufflaient,essouflaient,118107
essoufflant,essouflant,118108
essouffleront,essoufleront,118109
essoufflez,essouflez,118110
essoufflèrent,essouflèrent,118111
essuyions,essuiions,118116
esthésiomètre,estésiomètre,118133
esthétisait,estétisait,118134
euphorisent,euforisent,118193
euphorisé,euforisé,118194
euphorisée,euforisée,118195
excommuniaient,excomuniaient,118290
excommuniait,excomuniait,118291
excommuniant,excomuniant,118292
excommunient,excomunient,118293
excommuniez,excomuniez,118294
excursionnaient,excursionaient,118301
exhalaient,exalaient,118324
exhalant,exalant,118326
exhalant,exalant,118327
exhaleraient,exaleraient,118328
exhalâmes,exalâmes,118329
exhalât,exalât,118330
exhalé,exalé,118331
exhalée,exalée,118332
exhaussait,exaussait,118333
exhausse,exausse,118334
exhaussement,exaussement,118335
exhausser,exausser,118336
exhiba,exiba,118340
exhibai,exibai,118341
exhorta,exorta,118344
exhortai,exortai,118345
exhortions,exortions,118347
exhortâmes,exortâmes,118348
exhuma,exuma,118349
exhumaient,exumaient,118350
exhumais,exumais,118351
exhumeront,exumeront,118352
facettés,facètés,118549
fadette,fadète,118568
fanfaronna,fanfarona,118630
fanfaronnaient,fanfaronaient,118631
fanfaronnait,fanfaronait,118632
fanfaronné,fanfaroné,118635
façonnaient,façonaient,118734
façonnait,façonait,118735
façonneront,façoneront,118737
fellationne,fèlatione,118767
fellinien,felinien,118768
ferrailla,fèrailla,118809
ferraillaient,fèraillaient,118810
ferraillait,fèraillait,118811
ferraillant,fèraillant,118812
ferraillante,fèraillante,118813
ferraillé,fèraillé,118815
ferrera,fèrera,118816
ferrerait,fèrerait,118817
ferriques,fèriques,118818
ferro,fèro,118819
ferrocérium,fèrocérium,118821
festonnaient,festonaient,118840
festonnait,festonait,118841
festonne,festone,118842
festonnements,festonements,118843
festonnée,festonée,118844
feuillettement,feuillètement,118858
feuillettent,feuillètent,118859
feurre,feure,118875
fibrilleux,fibrilleus,118894
ficellerait,ficèlerait,118905
fielleusement,fièleusement,118914
fienteux,fienteus,118917
flagella,flagèla,119010
flatta,flata,119065
flattai,flatai,119066
flattaient,flataient,119067
flattasse,flatasse,119068
flattassent,flatassent,119069
flatteras,flateras,119070
flatteront,flateront,119071
flattions,flations,119072
flattèrent,flatèrent,119073
fleuronner,fleuroner,119089
floconne,flocone,119106
floconnent,floconent,119107
flotteraient,floteraient,119122
flottions,flotions,119124
flottât,flotât,119125
flottée,flotée,119126
foisonnaient,foisonaient,119189
foisonnait,foisonait,119190
foisonneraient,foisoneraient,119194
folichonnait,folichonait,119196
folichonneries,folichoneries,119198
follingue,folingue,119208
fonctionnarisé,fonctionarisé,119216
fonctionnarisée,fonctionarisée,119217
fonctionnassent,fonctionassent,119218
fonctionnât,fonctionât,119220
fontainette,fontainète,119231
formulettes,formulètes,119269
fouetteuse,fouèteuse,119304
fouettèrent,fouètèrent,119305
fouillette,fouillète,119311
fourgonnait,fourgonait,119343
fourgonnas,fourgonas,119344
fourgonne,fourgone,119345
fourragea,fouragea,119367
fourrageaient,fourageaient,119368
fourrageais,fourageais,119369
fourrageait,fourageait,119370
fourrageant,fourageant,119371
fourragement,fouragement,119372
fourragerait,fouragerait,119374
fourrageurs,fourageurs,119375
fourragé,fouragé,119379
fourrai,fourai,119380
fourrions,fourions,119382
fourrât,fourât,119383
fourrèrent,fourèrent,119384
fractionnait,fractionait,119407
fractionnant,fractionant,119408
fractionné,fractioné,119412
frappât,frapât,119471
fredonna,fredona,119486
fredonnaient,fredonaient,119487
fredonnerait,fredonerait,119488
fredonnons,fredonons,119489
fredonnâmes,fredonâmes,119490
fredonnèrent,fredonèrent,119491
fredonnée,fredonée,119492
fretta,frèta,119503
frictionna,frictiona,119516
frictionnant,frictionant,119517
frictionnerai,frictionerai,119518
frictionnerait,frictionerait,119519
frictionnèrent,frictionèrent,119520
frippe,fripe,119536
frisottaient,frisotaient,119551
frisottement,frisotement,119554
frisottent,frisotent,119555
frisotté,frisoté,119557
frisottée,frisotée,119558
frisottée,frisotée,119559
frissonnaient,frissonaient,119563
frissonnèrent,frissonèrent,119566
frottant,frotant,119609
frotterons,froterons,119610
frottions,frotions,119616
frottèrent,frotèrent,119619
fruiteux,fruiteus,119635
fumeronne,fumerone,119712
furette,furète,119731
fénelonienne,féneloniène,119807
gaffa,gafa,119836
gaffaient,gafaient,119837
gaffais,gafais,119838
gaffait,gafait,119839
gaffant,gafant,119840
gafferai,gaferai,119841
gaffée,gafée,119843
gaillette,gaillète,119855
galonnage,galonage,119898
galonnait,galonait,119899
galonne,galone,119900
galonnée,galonée,119902
gamay,gamai,119936
gandourah,gandoura,119960
gardiennait,gardiènait,119994
gargouillette,gargouillète,120007
garrottaient,garotaient,120022
genreux,genreus,120111
gidienne,gidiène,120182
girouettait,girouètait,120217
girouettant,girouètant,120218
gisquette,gisquète,120222
glandilleux,glandilleus,120241
glaviotte,glaviote,120264
gloutonnant,gloutonant,120297
gloutonne,gloutone,120298
gobelottes,gobelotes,120316
gobette,gobète,120322
godronnés,godronés,120344
gomma,goma,120366
gommait,gomait,120367
gomment,goment,120368
gommerait,gomerait,120369
goudronne,goudrone,120436
gouttelaient,goutelaient,120481
gouttelait,goutelait,120482
graffita,grafita,120511
graffito,grafito,120512
graffité,grafité,120513
graillonna,graillona,120515
graillonnait,graillonait,120516
graillonnant,graillonant,120517
graillonnements,graillonements,120518
graillonneuse,grailloneuse,120519
graillonneux,grailloneus,120521
grammairienne,gramairiène,120540
grangette,grangète,120554
grappillais,grapillais,120573
grappillent,grapillent,120574
gratta,grata,120596
grattai,gratai,120598
gratteraient,grateraient,120599
gratterez,graterez,120600
grattouillant,gratouillant,120602
grattouillent,gratouillent,120603
grattouilles,gratouilles,120604
grattouillé,gratouillé,120605
gravillonnée,gravillonée,120616
greffaient,grèfaient,120630
greffait,grèfait,120631
grefferais,grèferais,120632
grefferons,grèferons,120633
grefferont,grèferont,120634
grelotta,grelota,120636
grelottaient,grelotaient,120637
grelottent,grelotent,120642
grelotteux,greloteus,120643
grelottons,grelotons,120644
grelottèrent,grelotèrent,120645
grelottée,grelotée,120646
griffa,grifa,120677
griffage,grifage,120678
griffai,grifai,120679
grifferait,griferait,120680
griffonna,grifona,120681
griffonnai,grifonai,120682
griffonnaient,grifonaient,120683
griffonnent,grifonent,120684
grifftons,griftons,120685
grippa,gripa,120741
grippaient,gripaient,120742
grippant,gripant,120743
grippements,gripements,120744
gripperait,griperait,120745
grisonnaient,grisonaient,120760
grisotte,grisote,120762
grognonna,grognona,120787
grommelai,gromelai,120791
grommellerait,gromèlerait,120793
grommelèrent,gromelèrent,120794
grommelée,gromelée,120795
guenilleux,guenilleus,120872
guerroient,guèroient,120875
guerroyai,guèroyai,120876
guerroyaient,guèroyaient,120877
guerroyait,guèroyait,120878
guerroyeur,guèroyeur,120879
guetta,guèta,120881
guettai,guètai,120882
guettera,guètera,120883
guettât,guètât,120888
guettèrent,guètèrent,120889
gueuletonnait,gueuletonait,120898
guinéenne,guinéène,120952
gymnasium,gimnasium,120973
gymnopédie,gimnopédie,120976
gâpette,gâpète,120989
géodésigraphe,géodésigrafe,121029
habillai,abillai,121051
habillâmes,abillâmes,121053
habillât,abillât,121054
habillèrent,abillèrent,121055
habitai,abitai,121057
habitassent,abitassent,121058
habituaient,abituaient,121059
habitueraient,abitueraient,121060
habituerons,abituerons,121061
habituât,abituât,121063
habitât,abitât,121065
habitèrent,abitèrent,121066
hachure,achure,121072
halètement,alètement,121099
hameçonne,ameçone,121105
hanteur,anteur,121110
happa,hapa,121111
happai,hapai,121112
happaient,hapaient,121113
happait,hapait,121114
happant,hapant,121115
happerait,haperait,121118
happeurs,hapeurs,121119
haret,aret,121147
hargneusement,argneusement,121150
harissa,arissa,121152
harmonisaient,armonisaient,121155
harmonisateurs,armonisateurs,121156
harmonisateurs,armonisateurs,121157
harmonisatrices,armonisatrices,121158
harmonisèrent,armonisèrent,121159
harnaché,arnaché,121169
harnachée,arnachée,121171
harponna,harpona,121176
harponnent,harponent,121177
harpyes,harpies,121178
hassidisme,assidisme,121191
hellénisé,èlénisé,121235
hennirent,hénirent,121245
hennissaient,hénissaient,121246
hennissait,hénissait,121247
heptaméron,eptaméron,121251
herborisais,erborisais,121257
herborisait,erborisait,121258
hermaphrodisme,ermafrodisme,121267
hermaphroditisme,hermafroditisme,121268
herminé,erminé,121271
hernieux,hernieus,121274
higoumène,igoumène,121295
hiloire,iloire,121298
historia,istoria,121311
hivernaient,ivernaient,121327
hivernait,ivernait,121328
hiverne,iverne,121334
hivernons,ivernons,121335
hiverné,iverné,121336
hiérarchisait,iérarchisait,121337
hiérarchisé,iérarchisé,121339
hiérarchisée,iérarchisée,121340
hiératiquement,iératiquement,121343
hiéronymites,iéronimites,121345
holoèdres,oloèdres,121364
hominien,ominien,121365
homologable,omologable,121369
homologué,omologué,121370
homologuée,omologuée,121371
honnissait,honissait,121381
honnissant,honissant,121382
honnissent,honissent,121383
honorai,onorai,121384
honorât,onorât,121385
honorèrent,onorèrent,121386
hopis,opis,121387
hormonés,ormonés,121400
horrifia,orifia,121401
horrifiaient,orifiaient,121402
horrifièrent,orifièrent,121404
horripilaient,oripilaient,121406
horripilais,oripilais,121407
horripilait,oripilait,121408
horripilé,oripilé,121412
hottée,hotée,121423
houblonnés,houblonés,121427
huilai,uilai,121463
huilent,uilent,121464
huipil,uipil,121467
hululement,ululement,121475
humanisait,umanisait,121480
humanisent,umanisent,121482
humanisé,umanisé,121484
humectai,umectai,121486
humectaient,umectaient,121487
humectait,umectait,121489
humectant,umectant,121490
humecte,umecte,121491
humectent,umectent,121492
humecté,umecté,121493
humidement,umidement,121495
humidifia,umidifia,121496
humilia,umilia,121498
humiliaient,umiliaient,121499
humiliassent,umiliassent,121500
humilieraient,umilieraient,121501
hydrogénisation,hidrogénisation,121532
hygiaphone,igiafone,121538
hylémorphique,ilémorfique,121542
hyménoptère,iménoptère,121543
hyperborée,hiperborée,121547
hyperthyroïdien,hipertiroïdien,121562
hypnogène,ipnogène,121568
hypnogène,ipnogène,121569
hypnotiquement,hipnotiquement,121572
hypnotisa,ipnotisa,121573
hypnotisais,ipnotisais,121574
hypothèquent,ipotèquent,121589
hypothéqueraient,ipotéqueraient,121590
hypothéquions,ipotéquions,121591
hébergea,ébergea,121615
hébergeai,ébergeai,121616
hébergerait,ébergerait,121617
hébergions,ébergions,121619
hébètent,ébètent,121623
hébéta,ébéta,121624
hébétait,ébétait,121625
héliophanie,éliofanie,121642
hématocèle,ématocèle,121648
héritai,éritai,121674
héritaient,éritaient,121675
héroïde,éroïde,121676
hésiterions,ésiterions,121681
hésitions,ésitions,121682
hésitât,ésitât,121683
hésitèrent,ésitèrent,121684
hêtraie,êtraie,121693
illuminant,iluminant,121747
illuminateurs,iluminateurs,121748
illuminerait,iluminerait,121749
illuministes,iluministes,121750
illuminèrent,iluminèrent,121751
illusionnait,ilusionait,121752
illusionnent,ilusionent,121753
illustrement,ilustrement,121755
illustrions,ilustrions,121756
illégalistes,ilégalistes,121759
immaculation,imaculation,121800
immergea,imergea,121809
immergeait,imergeait,121810
immergent,imergent,121811
immergiez,imergiez,121812
immigrai,imigrai,121814
immiscibles,imiscibles,121815
immisçaient,imisçaient,121816
immobilisa,imobilisa,121818
immobilisai,imobilisai,121819
immobilisaient,imobilisaient,121820
immobilisant,imobilisant,121822
immobilisons,imobilisons,121824
immobilisèrent,imobilisèrent,121825
immortalisait,imortalisait,121835
immortalisant,imortalisant,121836
immortifiées,imortifiées,121839
immunisait,imunisait,121841
impardonnablement,impardonablement,121850
impeccabilité,impècabilité,121868
impollu,impolu,121883
impolluable,impoluable,121884
impollué,impolué,121885
impolluée,impoluée,121886
impressionnaient,impressionaient,121906
impressionneront,impressioneront,121907
impressionnât,impressionât,121908
impressionnèrent,impressionèrent,121909
inarrangeable,inarangeable,121986
inattrapable,inatrapable,121997
inchiffrable,inchifrable,122028
incompréhensiblement,incompréensiblement,122067
inconnaissance,inconaissance,122079
indienneries,indièneries,122135
indifféraient,indiféraient,122136
indigestionner,indigestioner,122144
indécrottablement,indécrotablement,122204
ineffaçables,inèfaçables,122227
inglorieux,inglorieus,122329
inhala,inala,122355
inhalais,inalais,122356
inhibait,inibait,122357
inhibât,inibât,122358
inhuma,inuma,122359
inhumaient,inumaient,122360
inhumait,inumait,122361
inhumons,inumons,122363
innervé,inervé,122390
innombrablement,inombrablement,122393
innova,inova,122397
innovais,inovais,122398
innovez,inovez,122399
inquisitionner,inquisitioner,122413
insomnieux,insomnieus,122449
installasse,instalasse,122465
installeur,instaleur,122466
installâmes,instalâmes,122467
installât,instalât,122468
instilla,instila,122478
instille,instile,122479
instillera,instilera,122480
instillées,instilées,122481
insufflaient,insuflaient,122497
insufflent,insuflent,122499
insufflera,insuflera,122500
insupportaient,insuportaient,122506
intellectualise,intèlectualise,122535
intellectualisées,intèlectualisées,122538
intellige,intèlige,122539
interpella,interpèla,122598
interpellai,interpèlai,122599
interpellaient,interpèlaient,122600
interpellant,interpèlant,122602
interpellèrent,interpèlèrent,122605
interrogeant,intèrogeant,122628
interrogeâmes,intèrogeâmes,122630
interrogeât,intèrogeât,122631
interrompaient,intèrompaient,122632
interrompisse,intèrompisse,122633
interrompît,intèrompît,122635
irradia,iradia,122818
irradiaient,iradiaient,122819
irradiez,iradiez,122820
irreprésentable,ireprésentable,122822
irriguaient,iriguaient,122826
irriguait,iriguait,122827
irrigueraient,irigueraient,122828
irriguerait,iriguerait,122829
irriguons,iriguons,122830
irritai,iritai,122831
irritons,iritons,122833
irritât,iritât,122834
irritèrent,iritèrent,122835
irroration,iroration,122836
irréalisait,iréalisait,122837
irréalise,iréalise,122838
irréellement,iréèlement,122844
ivoirienne,ivoiriène,122877
jalonnais,jalonais,122930
jalonnait,jalonait,122931
jalonné,jaloné,122933
jalonnée,jalonée,122934
jappa,japa,122954
jappaient,japaient,122955
jappent,japent,122956
jappèrent,japèrent,122957
jappé,japé,122958
jargonnant,jargonant,122964
jargonne,jargone,122965
jargonnent,jargonent,122966
jargonné,jargoné,122968
javellise,javèlise,123008
javellisé,javèlisé,123009
javotte,javote,123011
jetterions,jèterions,123020
joliette,joliète,123049
jordonner,jordoner,123067
joyciennes,joyciènes,123090
jumellera,jumèlera,123134
kasbah,kasba,123193
khôl,kôl,123209
kidnappa,kidnapa,123211
kilowattheure,kilowateure,123215
kinnor,kinor,123217
klaxonnai,klaxonai,123227
klaxonnant,klaxonant,123228
kohl,kol,123230
lamartiniennes,lamartiniènes,123311
laponne,lapone,123413
lappant,lapant,123414
lapper,laper,123415
lappé,lapé,123416
lardeux,lardeus,123431
larronne,larone,123451
